brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
奥迪,奥迪A7L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dfe5bc8192d64010adf766872e11f634~tplv-resize:640:0.png,2300,"[30.97, 55.42]",上汽奥迪,234,中大型车,汽油,2024.03,3年或10万公里
星途,星途瑶光 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d37ebec4b20544758f0f4ad7cf2525fd~tplv-resize:640:0.png,2256,"[15.98, 22.58]",星途,235,中型SUV,插电式混合动力,2024.09,3年或10万公里
深蓝汽车,深蓝SL03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bc1f1a5dd5224fef92fe1f6631941084~tplv-resize:640:0.png,2244,"[11.49, 18.69]",深蓝汽车,236,中型车,增程式,2024.09,3年或12万公里
东风风行,星海S7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/74e72960fc1e4096822011d7bf0ff0fc~tplv-resize:640:0.png,2212,"[11.98, 18.49]",东风风行,237,中大型车,纯电动,2024.09,8年或16万公里
知豆,知豆彩虹,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2423341df9e64b588bf3aa9fa66604d3~tplv-resize:640:0.png,2200,"[3.19, 4.39]",知豆电动车,238,微型车,纯电动,2024.04,3年或10万公里
红旗,红旗HS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e1aa9f6b9b6548ef911eac8dae5809a5~tplv-resize:640:0.png,2177,"[10.58, 15.58]",一汽红旗,239,紧凑型SUV,汽油,2024.08,4年或10万公里
吉利汽车,缤瑞,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ce764ca8f1a48a0890408952f1ad593~tplv-resize:640:0.png,2159,"[7.48, 9.48]",吉利汽车,240,紧凑型车,汽油,2023.08,4年或10万公里
长安欧尚,长安欧尚X7 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/792f6cb783e54f76b76081f54eb719ad~tplv-resize:640:0.png,2148,"[7.99, 13.39]",长安汽车,241,紧凑型SUV,汽油,2023.04,3年或10万公里
ARCFOX极狐,极狐 考拉,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/61a295098a194091a94639d40b5c10a6~tplv-resize:640:0.png,2126,"[11.98, 15.88]",北汽新能源,242,紧凑型MPV,纯电动,2023.09,5年或12万公里
捷达,捷达VA3,https://p3-dcd.byteimg.com/img/motor-mis-img/f79702d9c2dbaebafe617f329a66b999~tplv-resize:640:0.png,2090,"[6.48, 9.18]",一汽-大众捷达,243,紧凑型车,汽油,2023.12,3年或10万公里
SRM鑫源,金海狮,https://p3-dcd.byteimg.com/img/motor-mis-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png,1950,"[6.09, 10.59]",鑫源汽车,251,微面,汽油,2023.09,2年或10万公里
丰田,普拉多,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png,1904,"[45.98, 54.98]",一汽丰田,252,中大型SUV,油电混合,2024.04,3年或10万公里
比亚迪,海豹,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/47aa2c230bd5475eabf82865b71fc484~tplv-resize:640:0.png,1889,"[17.58, 24.98]",比亚迪,253,中型车,纯电动,2024.08,6年或15万公里
捷达,捷达VS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de7a72b2eda044a7aaeff1eca92504c1~tplv-resize:640:0.png,1880,"[8.88, 12.29]",一汽-大众捷达,254,中型SUV,汽油,2024.04,3年或10万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/img/motor-mis-img/6b3472130dfd56454f65df80d9f461f6~tplv-resize:640:0.png,1875,"[29.8, 35.6]",蔚来,255,中型车,纯电动,2024.02,3年或12万公里
宝骏,宝骏云海EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2cc4c46552a948a4b1b61da2c0d813cc~tplv-resize:640:0.png,1850,"[12.38, 13.38]",上汽通用五菱,256,紧凑型SUV,纯电动,2024.09,6年或15万公里
哈弗,哈弗M6,https://p9-dcd.byteimg.com/img/motor-mis-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,1828,"[6.19, 8.29]",长城汽车,257,紧凑型SUV,汽油,2023.03,3年或10万公里
广汽传祺,影豹,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/422587be9aa140eaa7015d9fe1306c35~tplv-resize:640:0.png,1827,"[8.8, 15]",广汽传祺,258,紧凑型车,汽油,2024.05,3年或10万公里
长安欧尚,长安欧尚Z6,https://p3-dcd.byteimg.com/img/motor-mis-img/252d100a630cf9298e8d357fe7ee8ffc~tplv-resize:640:0.png,1825,"[8.69, 12.09]",长安汽车,259,紧凑型SUV,汽油,2023.06,3年或10万公里
奇瑞,瑞虎5x,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/060ec2e0b84d424fb9806d05f912f5ae~tplv-resize:640:0.png,1817,"[5.59, 7.89]",奇瑞汽车,260,小型SUV,汽油,2024.12,3年或10万公里
林肯,航海家,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7cd94d6f7b684de6bc404cb7d046ae5e~tplv-resize:640:0.png,1807,"[27.08, 41.38]",长安林肯,261,中型SUV,汽油,2024.09,5年或14万公里
名爵,MG7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png,1801,"[10.68, 16.29]",上汽集团,262,中型车,汽油,2024.11,3年或10万公里
江淮钇为,钇为3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d3b291d46e574b7db4455249b26a1887~tplv-resize:640:0.png,1785,"[6.99, 11.99]",江汽集团,263,小型车,纯电动,2024.03,4年或15万公里
荣威,荣威RX5,https://p3-dcd.byteimg.com/img/motor-mis-img/50e4ec0931df36a7ac8c841a023e5a60~tplv-resize:640:0.png,1769,"[7.49, 15.59]",上汽集团,264,紧凑型SUV,汽油,2022.08,3年或10万公里
红旗,红旗H6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fa72daa861444c8898700a48cabab96b~tplv-resize:640:0.png,1739,"[13.48, 19.48]",一汽红旗,265,中型车,汽油,2024.06,4年或10万公里
星途,星途揽月,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5c2c1ff8d9b341d5802554e8b831699c~tplv-resize:640:0.png,1729,"[18.99, 22.99]",星途,266,中大型SUV,汽油,2024.08,3年或10万公里
福特,领睿,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4bb9d35af694fbd9ba21ba61bdce752~tplv-resize:640:0.png,1714,"[11.18, 16.05]",江铃福特,267,中型SUV,汽油,2024.10,3年或10万公里
奇瑞,瑞虎9 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3e9142d28df645998cb03be033cf4c4a~tplv-resize:640:0.png,1637,"[15.99, 16.99]",奇瑞汽车,268,中型SUV,插电式混合动力,2024.09,3年或10万公里
五菱汽车,五菱星驰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,1637,"[5.38, 7.98]",上汽通用五菱,269,小型SUV,汽油,2023.04,3年或10万公里
福特,探险者,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e176b8cf1d934c2c80c3db40747a214c~tplv-resize:640:0.png,1629,"[30.98, 39.98]",长安福特,270,中大型SUV,汽油,2024.09,3年或10万公里
东风风神,皓瀚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a07d88623a346058756af5631710351~tplv-resize:640:0.png,1615,"[10.29, 12.99]",东风乘用车,271,紧凑型SUV,汽油,2024.03,3年或10万公里
启辰,启辰D60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,1601,"[7.88, 8.98]",东风日产,272,紧凑型车,汽油,2023.02,3年或10万公里
奔驰,奔驰A级,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f3aa2146a74d47e3ab4844b147234e37~tplv-resize:640:0.png,1550,"[25.13, 27.57]",北京奔驰,273,紧凑型车,汽油,2024.03,3年不限公里
现代,途胜,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3f94eb7271974dfb822b9ee08dd5b154~tplv-resize:640:0.png,1540,"[11.68, 18.98]",北京现代,274,紧凑型SUV,汽油,2024.11,可选:3年或15万公里/5年或10万公里/7年或7万公里
大众,揽境,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/06778eda96d94e4b877b94e83a81f0d1~tplv-resize:640:0.png,1536,"[22.19, 33.49]",一汽-大众,275,中大型SUV,汽油,2024.06,3年或10万公里
红旗,红旗HS3 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4ac79629b32043a68862a13bc2bba81b~tplv-resize:640:0.png,1524,"[13.98, 13.98]",一汽红旗,276,紧凑型SUV,插电式混合动力,2024.09,4年或10万公里
凯翼,凯翼拾月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,1517,"[5.39, 9.98]",凯翼汽车,277,微型车,纯电动,2023.11,3年或12万公里
奇瑞,艾瑞泽5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0e2331b1cedf4623bdb7a813bfcc2c2f~tplv-resize:640:0.png,1505,"[5.29, 6.29]",奇瑞汽车,278,紧凑型车,汽油,2023.10,3年或10万公里
北京汽车制造厂,锐胜王牌M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,1502,"[5.98, 15.68]",北京汽车制造厂,279,中大型MPV,汽油,2024.10,3年或6万公里
起亚,狮铂拓界,https://p3-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,1450,"[12.48, 18.28]",起亚,280,紧凑型SUV,汽油,2022.11,5年或10万公里
小鹏汽车,小鹏X9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dea281f2400b459897787fc584c29832~tplv-resize:640:0.png,1439,"[35.98, 41.98]",小鹏汽车,281,中大型MPV,纯电动,2024.01,5年或12万公里
212,212 T01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b246dede3e46498ea23ab490d5588867~tplv-resize:640:0.png,1425,"[13.99, 18.88]",二一二越野车,282,紧凑型SUV,汽油,2024.08,3年或6万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,1422,"[8.98, 14.78]",比亚迪,283,紧凑型车,纯电动,2024.03,6年或15万公里
荣威,荣威D7 DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8f5ff099d811440e9765d3840d675d6c~tplv-resize:640:0.png,1419,"[9.98, 11.98]",上汽集团,284,中型车,插电式混合动力,2024.11,6年或15万公里
奥迪,奥迪Q4 e-tron,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1830284b40ab4b27b72d12c96c731e08~tplv-resize:640:0.png,1415,"[17.4, 24.6]",一汽奥迪,285,紧凑型SUV,纯电动,2023.11,3年或10万公里
曹操汽车,曹操60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fef8894a0d9b4d42a1d0a42d7f6e8416~tplv-resize:640:0.png,1371,"[12.98, 16.98]",曹操汽车,286,紧凑型车,纯电动,2024.09,2年15万公里
本田,本田HR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/24baeca15ca34c83a4e9ceaf09de58ea~tplv-resize:640:0.png,1367,"[11.59, 18.49]",东风本田,287,紧凑型SUV,汽油,2024.04,3年或10万公里
岚图,岚图知音,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aaa6bdc8d04d42ada5a6b1438b101f6a~tplv-resize:640:0.png,1347,"[19.69, 23.69]",岚图汽车,288,中型SUV,纯电动,2024.10,5年或10万公里
五菱汽车,五菱星光EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f6a280c8e57e47b9b0be62d706190714~tplv-resize:640:0.png,1280,"[9.88, 10.88]",上汽通用五菱,289,紧凑型车,纯电动,2024.04,6年或15万公里
本田,艾力绅,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6e47f427778d4991aef25a6268c89c28~tplv-resize:640:0.png,1184,"[20.98, 26.18]",东风本田,290,中型MPV,油电混合,2023.07,3年或10万公里
上汽大通MAXUS,大通G50,https://p9-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,1151,"[7.78, 14.08]",上汽大通,291,紧凑型MPV,汽油,2024.10,3年或6万公里
东风风神,奕炫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ffa044794a4f4488a9f2ecb0ebae4592~tplv-resize:640:0.png,1149,"[6.19, 9.39]",东风乘用车,292,紧凑型车,汽油,2024.01,3年或10万公里
捷途,捷途山海L6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/efd6705a1f264d9b882cdf3da41985e1~tplv-resize:640:0.png,1129,"[12.39, 14.48]",奇瑞汽车,293,紧凑型SUV,插电式混合动力,2024.08,4年或10万公里
smart,smart精灵#3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,1126,"[16.49, 28.99]",smart,294,紧凑型SUV,纯电动,2024.04,4年或15万公里
林肯,林肯Z,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4694157ee5604cc2af6a9edc0a811146~tplv-resize:640:0.png,1126,"[19.98, 31.58]",长安林肯,295,中型车,汽油,2024.09,5年或14万公里
广汽传祺,传祺E9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0288dec8a17e4aaeb5cf5b1c0875e04f~tplv-resize:640:0.png,1121,"[31.98, 40.98]",广汽传祺,296,中大型MPV,插电式混合动力,2024.11,3年或10万公里
长安,长安CS35 PLUS,https://p3-dcd.byteimg.com/img/motor-mis-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,1121,"[6.99, 8.19]",长安汽车,297,小型SUV,汽油,2023.09,3年或10万公里
广汽传祺,影酷,https://p3-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,1115,"[10.18, 13.98]",广汽传祺,298,紧凑型SUV,汽油,2022.09,3年或10万公里
日产,探陆,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png,1108,"[21.58, 27.78]",东风日产,299,中大型SUV,汽油,2024.03,3年或10万公里
岚图,岚图FREE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9fa913c63aca487c9056699a53fb9a56~tplv-resize:640:0.png,1102,"[22.39, 25.19]",岚图汽车,300,中大型SUV,增程式,2024.06,5年或10万公里
吉利几何,吉利几何A,https://p9-dcd.byteimg.com/img/motor-mis-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,1101,"[12.48, 14.78]",吉利几何,301,紧凑型车,纯电动,2023.08,4年或15万公里
领克,领克Z10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4f37175a6984ab694dd1c61719667b3~tplv-resize:640:0.png,1097,"[18.68, 28.28]",领克,302,中大型车,纯电动,2024.12,5年或10万公里
启辰,启辰VX6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a00b2c2ef316486dbec5384a722cc5d6~tplv-resize:640:0.png,1094,"[11.49, 14.59]",东风日产,303,中型SUV,纯电动,2024.10,6年或15万公里
现代,库斯途,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5b39278eaa5f4959818195469f5c0d36~tplv-resize:640:0.png,1093,"[15.48, 20.38]",北京现代,304,中大型MPV,汽油,2024.08,5年或10万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,1084,"[10.98, 17.98]",上汽集团,305,紧凑型车,纯电动,2023.09,3年或10万公里
宝马,宝马iX1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,1081,"[17.99, 21.99]",华晨宝马,306,紧凑型SUV,纯电动,2023.08,3年或10万公里
现代,现代ix35,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4759d1d531d7489dbb01a2bad3506c6b~tplv-resize:640:0.png,1078,"[9.98, 14.08]",北京现代,307,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
奇瑞,风云T10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e11d68e3ace14875812b0566899c6142~tplv-resize:640:0.png,1067,"[18.19, 22.19]",奇瑞汽车,308,中大型SUV,插电式混合动力,2024.07,3年或10万公里
领克,领克01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/770e8d9d7e3e429aa14a8326b269cb48~tplv-resize:640:0.png,1059,"[14.28, 18.38]",领克,309,紧凑型SUV,汽油,2024.04,4年或10万公里
享界,享界S9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4aa6010a2c24aa995aa79d02ddf3a8f~tplv-resize:640:0.png,1058,"[39.98, 44.98]",北汽新能源,310,中大型车,纯电动,2024.08,4年或10万公里
极越,极越07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5fb18bee9b7143e28ae2e82f13d12e75~tplv-resize:640:0.png,1030,"[20.99, 29.99]",极越,311,中大型车,纯电动,2024.09,4年或10万公里
凯翼,凯翼昆仑iHD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b23daeb884224c29bfd6c1c82ba6db1e~tplv-resize:640:0.png,1027,"[10.99, 17.99]",凯翼汽车,312,中型SUV,插电式混合动力,2024.08,4年或10万公里
深蓝汽车,深蓝G318,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2d9cd38fed2f4b78a84daf07ab567bac~tplv-resize:640:0.png,1023,"[17.09, 31.3]",深蓝汽车,313,中大型SUV,增程式,2024.06,3年或12万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,1010,"[10.68, 14.48]",一汽丰田,314,紧凑型车,汽油,2023.05,3年或10万公里
现代,索纳塔,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,1010,"[13.28, 17.98]",北京现代,315,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
星途,星途瑶光,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe5ba41003f242d994ad0722c4a9e34a~tplv-resize:640:0.png,1009,"[13.28, 18.68]",星途,316,中型SUV,汽油,2024.07,3年或10万公里
大众,威然,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4cd4facb17b54ead99f1da162272c269~tplv-resize:640:0.png,1000,"[19.99, 29.99]",上汽大众,317,中大型MPV,汽油,2023.08,3年或10万公里
凌宝汽车,凌宝BOX,https://p3-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,986,"[3.98, 6.88]",吉麦新能源,318,微型车,纯电动,2024.09,3年或6万公里
起亚,起亚K3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png,979,"[8.29, 11.39]",起亚,319,紧凑型车,汽油,2024.02,3年或10万公里
沃尔沃,沃尔沃XC60 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,974,"[39.09, 46.39]",沃尔沃亚太,320,中型SUV,插电式混合动力,2024.07,3年不限公里
起亚,奕跑,https://p3-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,971,"[5.48, 6.88]",起亚,321,小型SUV,汽油,2021.06,3年或10万公里
昊铂,昊铂GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9e69c314c8674619b07ab21da1c9f31b~tplv-resize:640:0.png,960,"[16.69, 22.29]",广汽埃安新能源,322,中大型车,纯电动,2024.11,6年或15万公里
本田,冠道,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fc979e09cc8f450c9a1dceb57d57ec05~tplv-resize:640:0.png,955,"[19.98, 28.98]",广汽本田,323,中型SUV,汽油,2023.08,3年或10万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fbb2febc93054b269bd8eeb04935102c~tplv-resize:640:0.png,945,"[13.17, 17.47]",东风雪铁龙,324,中型车,汽油,2024.04,5年或15万公里
起亚,赛图斯,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,940,"[8.49, 12.49]",起亚,325,紧凑型SUV,汽油,2023.04,3年或10万公里
长安,长安UNI-K,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,911,"[12.99, 15.99]",长安汽车,326,中型SUV,汽油,2023.11,3年或10万公里
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,907,"[5.28, 6.68]",江铃集团新能源,327,微型车,纯电动,2024.07,3年或6万公里
奔驰,威霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c3f22ffe8d57498493e3336dc3333fd2~tplv-resize:640:0.png,904,"[29.38, 38.68]",福建奔驰,328,中大型MPV,48V轻混系统,2024.08,3年或6万公里
极越,极越01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f73c60325bef4f98b00f280bfc238a4f~tplv-resize:640:0.png,902,"[21.99, 30.99]",极越,329,中大型SUV,纯电动,2024.08,4年或10万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,900,"[25.35, 34.55]",上汽奥迪,330,中大型SUV,纯电动,2024.05,3年或10万公里
斯柯达,速派,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/311d2486ecbd401881dad84af2f75e6b~tplv-resize:640:0.png,900,"[11.79, 14.19]",上汽大众斯柯达,331,中型车,汽油,2024.10,3年或10万公里
福特,福特烈马,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/53bcdc9bab0447169c355c2cb02e5e17~tplv-resize:640:0.png,880,"[29.98, 43.88]",江铃福特,332,中型SUV,汽油,2024.04,3年或10万公里
捷途,捷途山海L9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/443f04d4389f49de90c7b449e65801a9~tplv-resize:640:0.png,867,"[15.89, 18.09]",奇瑞汽车,333,中型SUV,插电式混合动力,2023.11,4年或10万公里
丰田,凌放HARRIER,https://p9-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,866,"[15.68, 24.08]",一汽丰田,334,中型SUV,汽油,2024.09,3年或10万公里
哪吒汽车,哪吒X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3059efaeb1a34d239cfd8773daf6affa~tplv-resize:640:0.png,863,"[8.98, 12.48]",合众汽车,335,紧凑型SUV,纯电动,2024.08,4年或12万公里
理想汽车,理想MEGA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d0437ce51fc94ffb8c4d700c169ce3f5~tplv-resize:640:0.png,863,"[52.98, 52.98]",理想汽车,336,大型MPV,纯电动,2024.03,5年或10万公⾥
宝骏,悦也Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a328bf67b5d04e408c86069c85668e73~tplv-resize:640:0.png,855,"[9.38, 10.38]",上汽通用五菱,337,小型SUV,纯电动,2024.11,4年或15万公里
丰田,威飒,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/76d86d7327be4142963e2e6c9382294f~tplv-resize:640:0.png,855,"[17.68, 26.38]",广汽丰田,338,中型SUV,汽油,2024.06,3年或10万公里
日产,骐达TIIDA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,853,"[8.19, 10.79]",东风日产,339,紧凑型车,汽油,2023.08,3年或10万公里
红旗,红旗HS7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/025bc9204d124c23b8889961f0434453~tplv-resize:640:0.png,817,"[25.98, 28.98]",一汽红旗,340,中大型SUV,插电式混合动力,2024.08,4年或10万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,814,"[9.98, 10.88]",一汽奔腾,341,紧凑型SUV,汽油,2022.12,3年或10万公里
奔驰,奔驰V级,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cf19e3c962774001b651146becadbd34~tplv-resize:640:0.png,813,"[47.88, 66.98]",福建奔驰,342,中大型MPV,48V轻混系统,2024.08,3年或6万公里
领克,领克06 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3576f04188924b51916a143c9eda9f77~tplv-resize:640:0.png,808,"[12.28, 14.28]",领克,343,小型SUV,插电式混合动力,2024.09,5年或10万公里
吉利银河,银河星舰7 EM-i,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5b2555ddc28b4e81b37c0508d728d609~tplv-resize:640:0.png,800,"[9.98, 13.28]",吉利银河,344,紧凑型SUV,插电式混合动力,2024.12,6年或15万公里
本田,本田XR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7e190de9cd674a5c91fe8eae6e5bf98c~tplv-resize:640:0.png,793,"[9.49, 11.49]",东风本田,345,小型SUV,汽油,2023.08,3年或10万公里
奇瑞,瑞虎7 PLUS PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/70299e32370848008bda667b5e498029~tplv-resize:640:0.png,786,"[12.99, 16.69]",奇瑞汽车,346,紧凑型SUV,插电式混合动力,2023.08,3年或10万公里
五菱汽车,五菱星辰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e365b62932e14542987c0ec29e807693~tplv-resize:640:0.png,778,"[6.48, 10.98]",上汽通用五菱,347,紧凑型SUV,油电混合,2022.08,3年或10万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,773,"[13.48, 18.48]",长安福特,348,紧凑型SUV,汽油,2023.08,3年或10万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,770,"[15.1, 17.38]",长城汽车,349,中型SUV,插电式混合动力,2024.03,6年或15万公里
坦克,坦克700 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dba086fd7b2f4b1ebf8b104dc26331c3~tplv-resize:640:0.png,752,"[42.8, 70]",长城汽车,350,中大型SUV,插电式混合动力,2024.02,5年或15万公里
